source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"heart_rate",0,SG_PASAR_PREOP_VITAL,"heart_rate",3027018,,,,
"o2_saturation",0,SG_PASAR_PREOP_VITAL,"o2_saturation",4020553,,,,
"o2_supplementaries",0,SG_PASAR_PREOP_VITAL,"o2_supplementaries",4036936,,,,
"temperature",0,SG_PASAR_PREOP_VITAL,"temperature",4302666,,,,
"pain_score",0,SG_PASAR_PREOP_VITAL,"pain_score",4022240,,,,
"60002200",0,SG_PASAR_INTRAOP_SURGERY,"ABDOMINAL TAP",4231419,,,,
"65014414",0,SG_PASAR_INTRAOP_SURGERY,"ENDOSCOPIC VEIN HARVEST",37016995,,,,
"65014415",0,SG_PASAR_INTRAOP_SURGERY,"MAZE PROCEDURE",4051935,,,,
"65014424",0,SG_PASAR_INTRAOP_SURGERY,"ENDOSCOPIC RADIAL ARTERY HARVEST",37016996,,,,
"66800019",0,SG_PASAR_INTRAOP_SURGERY,"LIPIODOL CONTRAST MEDIA FOR SUPER GLUE",4239781,,,,
"71315003",0,SG_PASAR_INTRAOP_SURGERY,"ADMINISTRATION OF ECT (ELECTRO-CONVULSIVE THERAPY)",4030840,,,,
"77501167",0,SG_PASAR_INTRAOP_SURGERY,"BLADDER CATHERISATION",4257824,,,,
"77501179",0,SG_PASAR_INTRAOP_SURGERY,"CYSTODIATHERMY",4263359,,,,
"1H65000001",0,SG_PASAR_INTRAOP_SURGERY,"BRONCHIAL THERMOPLASTY",37017131,,,,
"44P10044",0,SG_PASAR_INTRAOP_SURGERY,"ENDOSCOPIC VEIN HARVEST",37016995,,,,
"44P10045",0,SG_PASAR_INTRAOP_SURGERY,"MAZE PROCEDURE",4051935,,,,
"44T10004",0,SG_PASAR_INTRAOP_SURGERY,"ENDOSCOPIC RADIAL ARTERY HARVEST",37016996,,,,
"A111",0,SG_PASAR_INTRAOP_SURGERY,"FILLING I (AMALGAM)",4124186,,,,
"A112",0,SG_PASAR_INTRAOP_SURGERY,"FILLING II (AMALGAM)",4124186,,,,
"A137",0,SG_PASAR_INTRAOP_SURGERY,"FILLING I (TOOTH-COLOURED)",42872582,,,,
"A138",0,SG_PASAR_INTRAOP_SURGERY,"FILLING II (TOOTH-COLOURED)",42872582,,,,
"A139",0,SG_PASAR_INTRAOP_SURGERY,"FILLING III (TOOTH-COLOURED)",42872582,,,,
"A140",0,SG_PASAR_INTRAOP_SURGERY,"FILLING IV (TOOTH-COLOURED)",42872582,,,,
"C108",0,SG_PASAR_INTRAOP_SURGERY,"ROOTPLANING",4121940,,,,
"C109",0,SG_PASAR_INTRAOP_SURGERY,"Scaling, Simple (C109)",4071011,,,,
"C110",0,SG_PASAR_INTRAOP_SURGERY,"SCALING II (COMPLEX)",4071011,,,,
"E104",0,SG_PASAR_INTRAOP_SURGERY,"DENTAL EXTRACTION, SIMPLE",4071003,,,,
"E105",0,SG_PASAR_INTRAOP_SURGERY,"EXTRACTION WITH SUTURING",4208393,,,,
"F100",0,SG_PASAR_INTRAOP_SURGERY,"Exam and Diagnosis",0,,,,
"F888",0,SG_PASAR_INTRAOP_SURGERY,"OTHER TREATMENT",0,,,,
"HD742HRH",0,SG_PASAR_INTRAOP_SURGERY,"CORONARY ARTERY BYPASS GRAFT WITH ERH",3655761,,,,
"HD742HVH",0,SG_PASAR_INTRAOP_SURGERY,"CORONARY ARTERY BYPASS GRAFT WITH EVH",4063237,,,,
"HD742HVRH",0,SG_PASAR_INTRAOP_SURGERY,"CORONARY ARTERY BYPASS GRAFT W EVH+ERH",3655761,,,,
"HD742HVRH",0,SG_PASAR_INTRAOP_SURGERY,"CORONARY ARTERY BYPASS GRAFT W EVH+ERH",4063237,,,,
"HD801HTAV",0,SG_PASAR_INTRAOP_SURGERY,"TAVI IMPLANTATION",36676805,,,,
"HD812HRH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft with Endoscopic Radial Artery Harvest",3655761,,,,
"HD812HVH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft with Endoscopic Vein Harvest",4063237,,,,
"HD812HVRH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft with Endoscopic Vein Harvest + Endoscopic Radial Artery Harvest",3655761,,,,
"HD812HVRH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft with Endoscopic Vein Harvest + Endoscopic Radial Artery Harvest",4063237,,,,
"HD813HVH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft And Valve Surgery with Endoscopic Vein Harvest",4063237,,,,
"HD813HVH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft And Valve Surgery with Endoscopic Vein Harvest",4249161,,,,
"HD813HVRH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft And Valve Surgery  with Endoscopic Vein Harvest + Endoscopic Radial Art",3655761,,,,
"HD813HVRH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft And Valve Surgery  with Endoscopic Vein Harvest + Endoscopic Radial Art",4063237,,,,
"HD813HVRH",0,SG_PASAR_INTRAOP_SURGERY,"Coronary Artery Bypass Graft And Valve Surgery  with Endoscopic Vein Harvest + Endoscopic Radial Art",4249161,,,,
"HD821HRH",0,SG_PASAR_INTRAOP_SURGERY,"BENTALL'S OPERATION WITH ERH",4139931,,,,
"HD821HVH",0,SG_PASAR_INTRAOP_SURGERY,"BENTALL'S OPERATION WITH EVH",4139931,,,,
"S00000",0,SG_PASAR_INTRAOP_SURGERY,"NO SURGERY PERFORMED",0,,,,
"SA005S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, BURNS (2% TO 5%), EXCISION",4114649,,,,
"SA006S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, BURNS (MORE THAN 5% TO 10%), EXCISION",4114649,,,,
"SA007S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, BURNS (MORE THAN 10%), EXCISION",4114649,,,,
"SA027S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, VARIOUS LESIONS, WOUND INSPECTION/DRESSING/REMOVAL OF SUTURES",4038687,,,,
"SA027S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, VARIOUS LESIONS, WOUND INSPECTION/DRESSING/REMOVAL OF SUTURES",4147691,,,,
"SA203S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND MAJOR FLAP REPAIR",4256768,,,,
"SA204S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND MAJOR FULL THICKNESS",4256768,,,,
"SA207S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, LOCAL FLAP TO MULTIPLE DIGITS (CR",4121440,,,,
"SA209S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (MULTIPLE DIGITS), STAGED LOCAL FL",4121440,,,,
"SA213S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), DIRECT FLAP (CROSS ARM/RAD",4121440,,,,
"SA215S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), FREE FLAPS",4121440,,,,
"SA218S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 1/2",4121440,,,,
"SA219S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 2 T",4121440,,,,
"SA220S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 5 T",4121440,,,,
"SA221S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT MOR",4121440,,,,
"SA232S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, HEMATOMA, ASPIRATION",4102167,,,,
"SA249S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, SINUS (DEEP), EXCISION",4256768,,,,
"SA251S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, TUMOR/CYST/ULCER (DEEP), EXCISION",4256768,,,,
"SA254S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEEP/EXTENSIVE CONTAMINATED WOUND, DEBRID",4150040,,,,
"SA255S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, WOUND, DEBRIDEMENT",4150040,,,,
"SA700B",0,SG_PASAR_INTRAOP_SURGERY,"BOTULINUM TOXIN THERAPY FOR MOVEMENT DISORDERS",4229563,,,,
"SA700S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN (UPPER LIMB), OPEN WOUND, MAJOR DESLOUGHING",4114773,,,,
"SA700T",0,SG_PASAR_INTRAOP_SURGERY,"TENDON SHEATH AND SUBCUTANEOUS TISSUE, GANGLION/LARGE BURSA, (>3CM) EXCISION BIOPSY",2755742,,,,
"SA701B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, DUCTAL LESIONS, MICRODOCHECTOMY (BILATERAL)",4129198,,,,
"SA701R",0,SG_PASAR_INTRAOP_SURGERY,"RADIOTHERAPY, INTERSTITIAL BRACHYTHERAPY (WITH/WITHOUT OPEN SURGERY) (SA701R)",4012485,,,,
"SA701S",0,SG_PASAR_INTRAOP_SURGERY,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/Scar, Excision Biopsy,  Removal of 2 or more or Recur",4256768,,,,
"SA702B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, DUCTAL LESIONS, MICRODOCHECTOMY (UNILATERAL)",4129198,,,,
"SA702R",0,SG_PASAR_INTRAOP_SURGERY,"RADIOTHERAPY, INTERSTITIAL BRACHYTHERAPY (WITHOUT OPEN SURGERY): PROSTATE",4012485,,,,
"SA702S",0,SG_PASAR_INTRAOP_SURGERY,"Skin and Subcutaneous Tissue, Tumor/Cyst/Ulcer/Scar, Excision Biopsy, Lesion Size more than 15mm In ",4256768,,,,
"SA703S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN CANCER, MOHS (CHEMO SURGERY) MICROGRAPHIC SURGERY WITH RECONSTRUCTION/GRAFT/FLAP",4167550,,,,
"SA704B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, LUMPS, IMAGING GUIDED  VACUUM ASSISTED BIOPSY / MAMMOTOME, SINGLE LESION",37167476,,,,
"SA705B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, LUMP (REMOVAL) WITH PARENCHYMAL FLAP CLOSURE (UNILATERAL/BILATERAL)",4213045,,,,
"SA705B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, LUMP (REMOVAL) WITH PARENCHYMAL FLAP CLOSURE (UNILATERAL/BILATERAL)",4264332,,,,
"SA705R",0,SG_PASAR_INTRAOP_SURGERY,"RADIOTHERAPY, INTRA-OPERATIVE RADIOTHERAPY (ELECTRONS OR KILOVOLTAGE): BREAST, SARCOMA, UPPER GI, LO",2007506,,,,
"SA705S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, DEFECT, DISTANT SKIN FLAPS",37157083,,,,
"SA706B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, LUMPS, IMAGING GUIDED  VACUUM ASSISTED BIOPSY / MAMMOTOME, > 1 LESIONS",37167476,,,,
"SA706S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, DEFECT, NEUROVASCULAR ISLAND FLAP",44783403,,,,
"SA707B",0,SG_PASAR_INTRAOP_SURGERY,"Breast, Tu (Malignant), Wide Excision/ Lumpectomy/Segmental MX/Partial MX, with Sentinel Node Biopsy",4213045,,,,
"SA708B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, VARIOUS LESIONS, PERCUTANEOUS ASPIRATION UNDER ULTRASOUND",37165297,,,,
"SA709B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, VARIOUS LESIONS, TRUCUT BIOPSY, ULTRASOUND GUIDED OR STEREOTACTIC (MULTIPLE)",4120676,,,,
"SA709S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, SURGICAL TREATMENT FOR VITILIGO (INVOLVING NON-CULTURED CELLULAR GRAFTING) (>40 SQ CM)",,,,,
"SA710B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, VARIOUS LESIONS, TRUCUT BIOPSY, ULTRASOUND GUIDED OR STEREOTACTIC (SINGLE)",4120676,,,,
"SA710S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN, SURGICAL TREATMENT FOR VITILIGO (INVOLVING NON-CULTURED CELLULAR GRAFTING) (20-40 SQ CM)",,,,,
"SA711B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, VARIOUS LESIONS, WIRE LOCALISATION, EXCISION (MULTIPLE)",40483102,,,,
"SA711S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), CONTRACTURE, MAJOR RELEASE",4173273,,,,
"SA712B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, VARIOUS LESIONS, WIRE LOCALISATION, EXCISION (SINGLE)",40483102,,,,
"SA712S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), CONTRACTURE, MINOR RELEASE",4173273,,,,
"SA713B",0,SG_PASAR_INTRAOP_SURGERY,"Breast, Post Mastectomy, Reconstruction Using Pedicled Transverse Rectus Abdominis Musculocutaneous ",4140133,,,,
"SA713S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), OPEN WOUND/INFECTION, MAJOR DESLOUGHING",4114773,,,,
"SA714S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), SMALL TUMORS (BENIGN), EXCISION BIOPSY UNDER GENERAL ANESTHESIA",4327322,,,,
"SA715S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), TUMOR/TUMOR-LIKE LESIONS, MARGINAL EXCISION",4167978,,,,
"SA716S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), TUMORS (BENIGN), WIDE EXCISION BIOPSY",4327322,,,,
"SA717S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), TUMORS (MALIGNANT), RADICAL EXCISION BIOPSY",4327322,,,,
"SA718S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), VARIOUS LESIONS, MAJOR RELEASE",4173273,,,,
"SA719S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (LOWER LIMB), VARIOUS LESIONS, MINOR RELEASE",4173273,,,,
"SA720S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (PALMAR SPACE), ABSCESS, DRAINAGE",4040923,,,,
"SA721S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (UPPER LIMB), TUMORS (BENIGN), MAJOR EXCISION BIOPSY",4327322,,,,
"SA722S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (UPPER LIMB), TUMORS (MALIGNANT), RADICAL EXCISION BIOPSY",4327322,,,,
"SA722S",0,SG_PASAR_INTRAOP_SURGERY,"Soft Tissue (Upper Limb), Tumors (Malignant), Radical Excision Biopsy (SA722S)",4327322,,,,
"SA723S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE (UPPER LIMB), TUMORS (MALIGNANT), WIDE EXCISION BIOPSY",4327322,,,,
"SA724S",0,SG_PASAR_INTRAOP_SURGERY,"SOFT TISSUE, TUMOR (MALIGNANT), MAJOR RESECTION AND RECONSTRUCTION (MICROSURGICAL)",4159949,,,,
"SA725S",0,SG_PASAR_INTRAOP_SURGERY,"SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (BILATERAL)",4069074,,,,
"SA800B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST (NIPPLE), VARIOUS LESIONS, GRAFT +/OR FLAP RECONSTRUCTION (BILATERAL)",4123634,,,,
"SA800F",0,SG_PASAR_INTRAOP_SURGERY,"FASCIA (DEEP), RUPTURE WITH HERNIATED MUSCLE, REPAIR",4165421,,,,
"SA800H",0,SG_PASAR_INTRAOP_SURGERY,"HAND, BURNS (MAJOR), EXCISION AND SPLIT SKIN GRAFT",44783208,,,,
"SA800S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND MUCOUS MEMBRANE, VARIOUS LESIONS, EXCISION BIOPSY",4208704,,,,
"SA800T",0,SG_PASAR_INTRAOP_SURGERY,"TENDON SHEATH AND SUBCUTANEOUS TISSUE, GANGLION/SMALL BURSA, (<3CM) EXCISION BIOPSY",4236233,,,,
"SA801B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST (NIPPLE), VARIOUS LESIONS, GRAFT AND/OR FLAP RECONSTRUCTION (UNILATERAL)",4123634,,,,
"SA801M",0,SG_PASAR_INTRAOP_SURGERY,"MUCOUS MEMBRANE, DEEP LACERATION/MULTIPLE LACERATIONS, REPAIR",40483561,,,,
"SA801S",0,SG_PASAR_INTRAOP_SURGERY,"Skin and Subcutaneous Tissue, Tumour (Malignant), Wide Excision and Reconstruction and Local Flap/Sk",4043160,,,,
"SA802B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, DIFFUSE HYPERTROPHY, REDUCTION MAMMOPLASTY >500G (BILATERAL)",4139005,,,,
"SA802M",0,SG_PASAR_INTRAOP_SURGERY,"MUCOUS MEMBRANE, SUPERFICIAL LACERATION EQUAL/LESS THAN 7CM, REPAIR",40483561,,,,
"SA802S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, TUMOUR (MALIGNANT), WIDE EXCISION WITH IMMEDIATE BLOCK DISSECTION",4043160,,,,
"SA803B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, DIFFUSE HYPERTROPHY, REDUCTION >250G (UNILATERAL)",2006400,,,,
"SA803M",0,SG_PASAR_INTRAOP_SURGERY,"MUCOUS MEMBRANE, SUPERFICIAL LACERATION(S) MORE THAN 7 CM, REPAIR",4043160,,,,
"SA803S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND  SUBCUTANEOUS TISSUE(EAR/NOSE/EYELID/FACE) COMPLEX LACERATIONS, REPAIR",4043160,,,,
"SA804B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, DROOPING, MASTOPEXY/REDUCTION (BILATERAL)",44808123,,,,
"SA804M",0,SG_PASAR_INTRAOP_SURGERY,"MUCOUS MEMBRANE, TUMOR/CYST/ULCER/SCAR, EXCISION",4159949,,,,
"SA804S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN & SUBCUTANEOUS, SCAR REVISION - FACE & NECK (< 3CM)",4159949,,,,
"SA805B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, DROOPING, MASTOPEXY/REDUCTION  (UNILATERAL)",44808123,,,,
"SA805M",0,SG_PASAR_INTRAOP_SURGERY,"MUSCLE AND DEEP TISSUE, FOREIGN BODY, REMOVAL",4194199,,,,
"SA805S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE (FACE AND NECK), SCAR OF MORE THAN 3CM, REVISION",2755289,,,,
"SA806B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, GYNECOMASTIA, REDUCTION (BILATERAL)",4242107,,,,
"SA806S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, ESCHAROTOMY (EXTENSIVE)",4081416,,,,
"SA807B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, GYNECOMASTIA, REDUCTION (UNILATERAL)",4242107,,,,
"SA807S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, ESCHAROTOMY (LIMITED)",4081416,,,,
"SA808B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, HYPOPLASIA, AUGMENTATION MAMMOPLASTY (PROSTHETIC AND BILATERAL)",4116917,,,,
"SA808S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND MAJOR FLAP REPAIR",4043160,,,,
"SA809B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, HYPOPLASIA, AUGMENTATION MAMMOPLASTY (PROSTHETIC AND UNILATERAL)",4116917,,,,
"SA809S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND MAJOR FULL THICKNESS GRAFT",4143658,,,,
"SA810B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, INVERTED NIPPLES, SURGICAL EVERSION (BILATERAL)",4081713,,,,
"SA810S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND SMALL FULL THICKNESS GRAFT",4143658,,,,
"SA811B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, INVERTED NIPPLE, SURGICAL EVERSION (UNILATERAL)",4081713,,,,
"SA811S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEEP>3CM/EXTENSIVE CONTAMINATED WOUND, DEBRIDEMENT",4150040,,,,
"SA812B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, LUMP (SINGLE), EXCISION BIOPSY",4028789,,,,
"SA812F",0,SG_PASAR_INTRAOP_SURGERY,"FAT TRANSFER, CORRECTION OF CONTOURS/CONGENITAL DEFORMITIES, RECONSTRUCTION POST ABLATIVE SURGERY/TR",4034374,,,,
"SA812S",0,SG_PASAR_INTRAOP_SURGERY,"Skin and Subcutaneous Tissue, Defect (Deep), Dermofat/Fascia Graft (Including Transplant/Muscle Flap",2006177,,,,
"SA813B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, LUMPS (MULTIPLE/BILATERAL), EXCISION BIOPSY",4028789,,,,
"SA813F",0,SG_PASAR_INTRAOP_SURGERY,"FAT TRANSFER, CORRECTION OF CONTOURS/CONGENITAL DEFORMITIES, RECONSTRUCTION POST ABLATIVE SURGERY/TR",4034374,,,,
"SA813S",0,SG_PASAR_INTRAOP_SURGERY,"Skin and Subcutaneous Tissue, Defect (Deep), Direct Flap (Cross Arm/Radial Fore Arm/Abdominal/Simila",4122977,,,,
"SA814B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, POST MASTECTOMY, IMPLANT/EXPANDER RECONSTRUCTION (BILATERAL)",42536411,,,,
"SA814F",0,SG_PASAR_INTRAOP_SURGERY,"FAT TRANSFER, CORRECTION OF CONTOURS/CONGENITAL DEFORMITIES, RECONSTRUCTION POST ABLATIVE SURGERY/TR",4034374,,,,
"SA814S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), DIRECT FLAP REPAIR (CROSS LEG)",2006599,,,,
"SA815B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, POST MASTECTOMY, IMPLANT/EXPANDER RECONSTRUCTION (UNILATERAL)",2006439,,,,
"SA815S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), FREE FLAPS",4122977,,,,
"SA816B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, POST MASTECTOMY, LATISSMUS DORSI PEDICLED FLAP WITH OR WITHOUT IMPLANT RECONSTRUCTION (BILAT",4032640,,,,
"SA816S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), FREE GRAFT (SPLIT SKIN GRAFT -  EXTENSIVE/INLAY GRAFT U",4122977,,,,
"SA817B",0,SG_PASAR_INTRAOP_SURGERY,"Breast, Post Mastectomy, Latissmus Dorsi Pedicled Flap with or without Implant Reconstruction (Unila",4032640,,,,
"SA817S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), STAGED DISTANT FLAP (DIVISION)",4122977,,,,
"SA818B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, POST MASTECTOMY, RECONSTRUCTION USING PEDICLED TRANSVERSE RECTUS ABDOMINIS MUSCULOCUTANEOUS ",4140133,,,,
"SA818S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (MULTIPLE DIGITS), FREE FULL THICKNESS GRAFT",37204680,,,,
"SA819B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, POST MASTECTOMY, RECONSTRUCTION USING TRANSVERSE RECTUS ABDOMINIS FREE MUSCULOCUTANEOUS FLAP",4141372,,,,
"SA819S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (MULTIPLE DIGITS), STAGED LOCAL FLAP (DIVISION)",4122977,,,,
"SA820B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, POST PROSTHETIC CONTRACTION, CAPSULOTOMY (BILATERAL)",4212092,,,,
"SA820S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (SINGLE DIGIT), FREE FULL THICKNESS GRAFT",37204680,,,,
"SA821B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, POST PROSTHETIC CONTRACTION, CAPSULOTOMY (UNILATERAL)",4212092,,,,
"SA821S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, DIRECT FLAP (CROSS FINGER/SIMILAR FLAPS)",4122977,,,,
"SA822B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, TUMOR (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MASTECTOMY/ PARTIAL MASTECTOMY",4187800,,,,
"SA822S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFT (SPLIT SKIN GRAFT/PINCH GRAFTS UNDER 1/2%)",2006592,,,,
"SA823B",0,SG_PASAR_INTRAOP_SURGERY,"Breast, Tu (Malignant), Wide Excision/ Lumpectomy/Segmental MX/ Partial MX, with Axiliary Clearance,",4187800,,,,
"SA823S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 1/2 TO LESS THAN 2%)",2006592,,,,
"SA824B",0,SG_PASAR_INTRAOP_SURGERY,"Breast, Tumor (Malignant), Simple Mastectomy with Axiliary Clearance, with/without Sentinel Node Bio",4187800,,,,
"SA824S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 2 TO LESS THAN 5%)",2006592,,,,
"SA825B",0,SG_PASAR_INTRAOP_SURGERY,"BREAST, TUMOR (MALIGNANT), RADICAL MASTECTOMY WITH/WITHOUT AXILIARY CLEARANCE",4298492,,,,
"SA825S",0,SG_PASAR_INTRAOP_SURGERY,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 5 TO 10%)",2006592,,,,
